鏡<br>キョウ、 ケイ<br>かがみ、 あき、 かが、 かがん<br>	mirror, speculum, barrel-head, round rice-cake offering
極<br>キョク、 ゴク<br>きわ.める、 きわ.まる、 きわ.まり、 きわ.み、 き.める、 き.まる<br>	poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48
訓<br>クン、 キン<br>おし.える、 よ.む、 くん.ずる、 く、 くに、 くの、 さとし、 のり、 ふみ<br>	instruction, Japanese character reading, explanation, read
軍<br>グン<br><br>	army, force, troops, war, battle
郡<br>グン<br>こうり<br>	county, district
型<br>ケイ<br>かた<br>	mould, type, model
径<br>ケイ<br>みち、 こみち、 さしわたし、 ただちに<br>	diameter, path, method
景<br>ケイ<br>かげ<br>	scenery, view
芸<br>ゲイ、 ウン<br>う.える、 のり、 わざ、 き、 げ、 なり<br>	technique, art, craft, performance, acting, trick, stunt
欠<br>ケツ、 ケン<br>か.ける、 か.く、 あくび<br>	lack, gap, fail
結<br>ケツ、 ケチ<br>むす.ぶ、 ゆ.う、 ゆ.わえる、 ゆい、 ゆう<br>	tie, bind, contract, join, organize, do up hair, fasten
健<br>ケン<br>すこ.やか、 かつ、 たけ、 たけし、 たて、 とし、 やす、 やすし<br>	healthy, health, strength, persistence
建<br>ケン、 コン<br>た.てる、 た.て、 た.つ、 たけ、 たつ、 たて<br>	build
験<br>ケン、 ゲン<br>あかし、 しるし、 ため.す、 ためし<br>	verification, effect, testing
固<br>コ<br>かた.める、 かた.まる、 かた.まり、 かた.い<br>	harden, set, clot, curdle
候<br>コウ<br>そうろう<br>	climate, season, weather
功<br>コウ、 ク<br>いさお、 いさ、 かつ、 くぬ、 ぐう、 こと、 つとむ、 とし、 のり、 よし<br>	achievement, merits, success, honor, credit
好<br>コウ<br>この.む、 す.く、 よ.い、 い.い、 こ、 たか、 とし、 よし<br>	fond, pleasing, like something
康<br>コウ<br>かん、 こ、 みち、 やす、 やすし<br>	ease, peace
航<br>コウ<br>わたる<br>	navigate, sail, cruise, fly
告<br>コク<br>つ.げる、 い<br>	revelation, tell, inform, announce
差<br>サ<br>さ.す、 さ.し<br>	distinction, difference, variation, discrepancy, margin, balance
最<br>サイ、 シュ<br>もっと.も、 つま、 も<br>	utmost, most, extreme
菜<br>サイ<br>な、 よう<br>	vegetable, side dish, greens
材<br>ザイ<br>き、 さい<br>	lumber, log, timber, wood, talent
昨<br>サク<br><br>	yesterday, previous
刷<br>サツ<br>す.る、 は.く<br>	printing, print
察<br>サツ<br><br>	guess, presume, surmise, judge, understand
札<br>サツ<br>ふだ、 さっ<br>	tag, paper money, counter for bonds, placard, bid
殺<br>サツ、 サイ、 セツ<br>ころ.す、 そ.ぐ<br>	kill, murder, butcher, slice off, split, diminish, reduce, spoil
参<br>サン、 シン<br>まい.る、 まい-、 まじわる、 みつ、 み<br>	nonplussed, three, going, coming, visiting, visit, be defeated, die, be madly in love
散<br>サン<br>ち.る、 ち.らす、 ち.らかす、 ち.らかる、 ばら、 ちる<br>	scatter, disperse, spend, squander
産<br>サン<br>う.む、 う.まれる、 うぶ-、 む.す、 もと<br>	products, bear, give birth, yield, childbirth, native, property
残<br>ザン、 サン<br>のこ.る、 のこ.す、 そこな.う、 のこ.り<br>	remainder, leftover, balance
司<br>シ<br>つかさど.る、 つ、 つか、 つかさ<br>	director, official, govt office, rule, administer
史<br>シ<br>あきら、 あや、 お、 こ、 ちか、 とし、 なか、 のぶ、 ひさ、 ひと、 ふみ<br>	history, chronicle
士<br>シ<br>お、 ま、 さむらい<br>	gentleman, samurai
氏<br>シ<br>うじ<br>	family name, surname, clan
試<br>シ<br>こころ.みる、 ため.す<br>	test, try, attempt, experiment, ordeal
児<br>ジ、 ニ、 ゲイ<br>こ、 る<br>	newborn babe, child, young of animals
治<br>ジ、 チ<br>おさ.める、 おさ.まる、 なお.る、 なお.す、 し、 ぢ、 はり、 はる、 みち<br>	reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve
辞<br>ジ<br>や.める、 いな.む<br>	resign, word, term, expression
失<br>シツ<br>うしな.う、 う.せる<br>	lose, error, fault, disadvantage, loss
借<br>シャク<br>か.りる<br>	borrow, rent
種<br>シュ<br>たね、 おい、 くさ、 た、 ほ<br>	species, kind, class, variety, seed
周<br>シュウ<br>まわ.り、 あまね、 しゅ、 す、 ちか、 のり、 ひろ、 びび、 まこと<br>	circumference, circuit, lap
祝<br>シュク、 シュウ<br>いわ.う、 のり、 ほぎ、 ゆわい<br>	celebrate, congratulate
順<br>ジュン<br>あや、 あり、 おき、 おさむ、 しげ、 したがう、 とし、 なお、 のぶ、 のり、 まさ、 むね、 もと、 ゆき、 よし、 より<br>	obey, order, turn, right, docility, occasion
初<br>ショ<br>はじ.め、 はじ.めて、 はつ、 はつ-、 うい-、 し、 はっ<br>	first time, beginning
唱<br>ショウ<br>とな.える<br>	chant, recite, call upon, yell
松<br>ショウ<br>まつ、 おお、 しょ、 ま、 まっ<br>	pine tree
焼<br>ショウ<br>や.く、 や.き、 や.き-、 や.ける、 やい、 やき<br>	bake, burning
照<br>ショウ<br>て.る、 て.らす、 て.れる、 あき、 てる<br>	illuminate, shine, compare, bashful
省<br>セイ、 ショウ<br>かえり.みる、 はぶ.く、 さとし、 み<br>	focus, government ministry, conserve
笑<br>ショウ<br>わら.う、 え.む、 えみ<br>	laugh
象<br>ショウ、 ゾウ<br>かたど.る、 きさ<br>	elephant, pattern after, imitate, image, shape, sign (of the times)
賞<br>ショウ<br>ほ.める<br>	prize, reward, praise
信<br>シン<br>し、 しが、 しな、 しの、 しぶ、 とき、 のび、 のぶ、 まこと<br>	faith, truth, fidelity, trust
臣<br>シン、 ジン<br>おみ、 たか、 と、 とみ、 み<br>	retainer, subject
成<br>セイ、 ジョウ<br>な.る、 な.す、 あき、 あきら、 しげ、 そん、 たえ、 なお、 なり、 なる、 のり、 ひら、 まさ、 よし、 り<br>	turn into, become, get, grow, elapse, reach
清<br>セイ、 ショウ、 シン<br>きよ.い、 きよ.まる、 きよ.める、 あき、 さや、 し、 すが、 すみ、 せ、 ちん<br>	pure, purify, cleanse, exorcise, Manchu dynasty
静<br>セイ、 ジョウ<br>しず-、 しず.か、 しず.まる、 しず.める、 しづ<br>	quiet
席<br>セキ<br>むしろ<br>	seat, mat, occasion, place
積<br>セキ<br>つ.む、 つ.もる、 つ.もり、 か、 さか、 しゃこ、 ずみ、 つみ<br>	volume, product (x*y), acreage, contents, pile up, stack, load, amass
折<br>セツ<br>お.る、 おり、 お.り、 お.れる、 せき<br>	fold, break, fracture, bend, yield, submit
節<br>セツ、 セチ<br>ふし、 のっと、 たかし<br>	node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody
説<br>セツ、 ゼイ<br>と.く、 さとし、 とき<br>	rumor, opinion, theory
戦<br>セン<br>いくさ、 たたか.う、 おのの.く、 そよぐ、 わなな.く、 せ<br>	war, battle, match
浅<br>セン<br>あさ.い、 あざ、 さ<br>	shallow, superficial, frivolous, wretched, shameful
選<br>セン<br>えら.ぶ<br>	elect, select, choose, prefer
然<br>ゼン、 ネン<br>しか、 しか.り、 しか.し、 さ<br>	sort of thing, so, if so, in that case, well
倉<br>ソウ<br>くら<br>	godown, warehouse, storehouse, cellar, treasury
巣<br>ソウ<br>す、 す.くう<br>	nest, rookery, hive, cobweb, den
争<br>ソウ<br>あらそ.う、 いか.でか<br>	contend, dispute, argue
側<br>ソク<br>かわ、 がわ、 そば<br>	side, lean, oppose, regret
束<br>ソク<br>たば、 たば.ねる、 つか、 つか.ねる<br>	bundle, sheaf, ream, tie in bundles, govern, manage, control
続<br>ゾク、 ショク、 コウ、 キョウ<br>つづ.く、 つづ.ける、 つぐ.ない、 つぐ<br>	continue, series, sequel
卒<br>ソツ、 シュツ<br>そっ.する、 お.える、 お.わる、 ついに、 にわか<br>	graduate, soldier, private, die
孫<br>ソン<br>まご、 ひ<br>	grandchild, descendants
帯<br>タイ<br>お.びる、 おび、 たて<br>	sash, belt, obi, zone, region
隊<br>タイ<br><br>	regiment, party, company, squad
達<br>タツ、 ダ<br>かつ、 さと、 て、 てつ、 とおる、 みち<br>	accomplished, reach, arrive, attain
単<br>タン<br>ひとえ<br>	simple, one, single, merely
置<br>チ<br>お.く、 おき、 おけ、 き<br>	placement, put, set, deposit, leave behind, keep, employ, pawn
仲<br>チュウ<br>なか、 ちゅん、 つづき、 なかつ<br>	go-between, relationship
貯<br>チョ<br>た.める、 たくわ.える<br>	savings, store, lay in, keep, wear mustache
兆<br>チョウ<br>きざ.す、 きざ.し<br>	portent, 10**12, trillion, sign, omen, symptoms
腸<br>チョウ<br>はらわた<br>	intestines, guts, bowels, viscera
低<br>テイ<br>ひく.い、 ひく.める、 ひく.まる<br>	lower, short, humble
停<br>テイ<br>と.める、 と.まる<br>	halt, stopping
底<br>テイ<br>そこ<br>	bottom, sole, depth, bottom price, base, kind, sort
的<br>テキ<br>まと、 いくは、 ゆくは<br>	bull's eye, mark, target, object, adjective ending
典<br>テン、 デン<br>すけ、 つね、 の、 のり<br>	code, ceremony, law, rule
伝<br>デン、 テン<br>つた.わる、 つた.える、 つた.う、 つだ.う、 つて、 つたえ<br>	transmit, go along, walk along, follow, report, communicate, legend, tradition
徒<br>ト<br>いたずら、 あだ、 かち<br>	junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people
努<br>ド<br>つと.める<br>	toil, diligent, as much as possible
灯<br>トウ<br>ひ、 ほ-、 ともしび、 とも.す、 あかり<br>	lamp, a light, light, counter for lights
働<br>ドウ、 リュク、 リキ、 ロク、 リョク<br>はたら.く<br>	work, (kokuji)
堂<br>ドウ<br><br>	public chamber, hall
得<br>トク<br>え.る、 う.る、 あつ、 てろ<br>	gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit
特<br>トク<br><br>	special
毒<br>ドク<br><br>	poison, virus, venom, germ, harm, injury, spite
熱<br>ネツ<br>あつ.い、 あた<br>	heat, temperature, fever, mania, passion
念<br>ネン<br><br>	wish, sense, idea, thought, feeling, desire, attention
敗<br>ハイ<br>やぶ.れる<br>	failure, defeat, reversal
梅<br>バイ<br>うめ<br>	plum
博<br>ハク、 バク<br>ぐれ、 と、 はか、 ひろ<br>	Dr., command, esteem, win acclaim, Ph.D., exposition, fair
飯<br>ハン<br>めし、 い、 いい、 いり、 え<br>	meal, boiled rice
費<br>ヒ<br>つい.やす、 つい.える<br>	expense, cost, spend, consume, waste
飛<br>ヒ<br>と.ぶ、 と.ばす、 あす、 とび<br>	fly, skip (pages), scatter
必<br>ヒツ<br>かなら.ず<br>	invariably, certain, inevitable
標<br>ヒョウ<br>しるべ、 しるし、 しべ<br>	signpost, seal, mark, stamp, imprint, symbol, emblem, trademark, evidence, souvenir, target
票<br>ヒョウ<br><br>	ballot, label, ticket, sign
不<br>フ、 ブ<br><br>	negative, non-, bad, ugly, clumsy
付<br>フ<br>つ.ける、 つ.け、 つ.け-、 つ.く、 つ.き、 つけ<br>	adhere, attach, refer to, append
夫<br>フ、 フウ、 ブ<br>おっと、 それ、 お、 と、 ゆう、 よ<br>	husband, man
府<br>フ<br>い、 う、 お、 はん<br>	borough, urban prefecture, govt office, representative body, storehouse
副<br>フク<br>そい、 そえ<br>	vice-, duplicate, copy
粉<br>フン、 デシメートル<br>こ、 こな<br>	flour, powder, dust
兵<br>ヘイ、 ヒョウ<br>つわもの、 へ<br>	soldier, private, troops, army, warfare, strategy, tactics
別<br>ベツ<br>わか.れる、 わ.ける、 べっ<br>	separate, branch off, diverge, fork, another, extra, specially
変<br>ヘン<br>か.わる、 か.わり、 か.える<br>	unusual, change, strange
辺<br>ヘン<br>あた.り、 ほと.り、 なべ<br>	environs, boundary, border, vicinity
便<br>ベン、 ビン<br>たよ.り<br>	convenience
包<br>ホウ<br>つつ.む、 くる.む、 お、 かね<br>	wrap, pack up, cover, conceal
法<br>ホウ、 ハッ、 ホッ、 フラン<br>のり、 ほ<br>	method, law, rule, principle, model, system
望<br>ボウ、 モウ<br>のぞ.む、 もち、 み、 も<br>	ambition, full moon, hope, desire, aspire to, expect
牧<br>ボク<br>まき、 ま、 まい、 もく<br>	breed, care for, shepherd, feed, pasture
末<br>マツ、 バツ<br>すえ<br>	end, close, tip, powder, posterity
満<br>マン、 バン<br>み.ちる、 み.つ、 み.たす、 ま、 みち、 みつ、 みつる<br>	full, fullness, enough, satisfy
未<br>ミ、 ビ<br>いま.だ、 ま.だ、 ひつじ<br>	un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac
脈<br>ミャク<br>すじ<br>	vein, pulse, hope
民<br>ミン<br>たみ、 ひと、 み<br>	people, nation, subjects
無<br>ム、 ブ<br>な.い<br>	nothingness, none, ain't, nothing, nil, not
約<br>ヤク<br>つづ.まる、 つづ.める、 つづま.やか<br>	promise, approximately, shrink
勇<br>ユウ<br>いさ.む、 お、 はや<br>	courage, cheer up, be in high spirits, bravery, heroism
要<br>ヨウ<br>い.る、 かなめ、 とし<br>	need, main point, essence, pivot, key to
養<br>ヨウ、 リョウ<br>やしな.う、 や<br>	foster, bring up, rear, develop, nurture
浴<br>ヨク<br>あ.びる、 あ.びせる、 えき、 さこ<br>	bathe, be favored with, bask in
利<br>リ<br>き.く、 かが、 と、 とし、 のり、 み、 りい<br>	profit, advantage, benefit
陸<br>リク、 ロク<br>おか、 くが、 たち、 みち、 む、 むつ<br>	land, six
料<br>リョウ<br><br>	fee, materials
良<br>リョウ<br>よ.い、 い.い、 じ、 なが、 まこと、 よし、 ら、 りょ、 ろう<br>	good, pleasing, skilled
量<br>リョウ<br>はか.る、 かず<br>	quantity, measure, weight, amount, consider, estimate, surmise
輪<br>リン<br>わ、 なわ、 も<br>	wheel, ring, circle, link, loop, counter for wheels and flowers
類<br>ルイ<br>たぐ.い<br>	sort, kind, variety, class, genus
令<br>レイ<br>のり、 りょう、 れ<br>	orders, ancient laws, command, decree
例<br>レイ<br>たと.える<br>	example, custom, usage, precedent
冷<br>レイ<br>つめ.たい、 ひ.える、 ひ.や、 ひ.ややか、 ひ.やす、 ひ.やかす、 さ.める、 さ.ます<br>	cool, cold (beer, person), chill
歴<br>レキ、 レッキ<br><br>	curriculum, continuation, passage of time
連<br>レン<br>つら.なる、 つら.ねる、 つ.れる、 ずれ、 つれ、 むらじ、 れ<br>	take along, lead, join, connect, party, gang, clique
労<br>ロウ<br>ろう.する、 いたわ.る、 いた.ずき、 ねぎら、 つか.れる、 ねぎら.う<br>	labor, thank for, reward for, toil, trouble
老<br>ロウ<br>お.いる、 ふ.ける、 えび、 おい、 び<br>	old man, old age, grow old
録<br>ロク<br><br>	record
圧<br>アツ、 エン、 オウ<br>お.す、 へ.す、 おさ.える、 お.さえる<br>	pressure, push, overwhelm, oppress, dominate
易<br>エキ、 イ<br>やさ.しい、 やす.い<br>	easy, ready to, simple, fortune-telling, divination
移<br>イ<br>うつ.る、 うつ.す<br>	shift, move, change, drift, catch (cold, fire), pass into
因<br>イン<br>よ.る、 ちな.む、 て<br>	cause, factor, be associated with, depend on, be limited to
営<br>エイ<br>いとな.む、 いとな.み<br>	occupation, camp, perform, build, conduct (business)
永<br>エイ<br>なが.い、 え、 と、 のり、 ひさ、 ひさし<br>	eternity, long, lengthy
衛<br>エイ、 エ<br>もり、 い、 まもる<br>	defense, protection
液<br>エキ<br><br>	fluid, liquid, juice, sap, secretion
益<br>エキ、 ヤク<br>ま.す、 まし、 ます<br>	benefit, gain, profit, advantage
演<br>エン<br><br>	performance, act, play, render, stage
往<br>オウ<br>い.く、 いにしえ、 さき.に、 ゆ.く、 みち<br>	journey, chase away, let go, going, travel
応<br>オウ、 ヨウ<br>あた.る、 まさに、 こた.える、 お、 たか、 まさ<br>	apply, answer, yes, OK, reply, accept
恩<br>オン<br>めぐみ<br>	grace, kindness, goodness, favor, mercy, blessing, benefit
仮<br>カ、 ケ<br>かり、 かり-<br>	sham, temporary, interim, assumed (name), informal
価<br>カ、 ケ<br>あたい<br>	value, price
可<br>カ、 コク<br>よし<br>	can, passable, mustn't, should not, do not
河<br>カ<br>かわ、 かっ、 こ、 こう<br>	river
過<br>カ<br>す.ぎる、 す.ごす、 あやま.つ、 あやま.ち、 よ.ぎる<br>	overdo, exceed, go beyond, error
賀<br>ガ<br>か、 のり、 よし、 より<br>	congratulations, joy
解<br>カイ、 ゲ<br>と.く、 と.かす、 と.ける、 ほど.く、 ほど.ける、 わか.る、 さと.る、 さとる、 とけ<br>	unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute
快<br>カイ<br>こころよ.い、 よし<br>	cheerful, pleasant, agreeable, comfortable
格<br>カク、 コウ、 キャク、 ゴウ<br>いたる、 のり<br>	status, rank, capacity, character, case (law, grammar)
確<br>カク、 コウ<br>たし.か、 たし.かめる<br>	assurance, firm, tight, hard, solid, confirm, clear, evident
額<br>ガク<br>ひたい、 ぬか<br>	forehead, tablet, plaque, framed picture, sum, amount, volume
刊<br>カン<br><br>	publish, carve, engrave
幹<br>カン<br>みき、 つよし、 まさ、 もと、 えだ、 き、 くる、 たかし、 つね、 とも、 み、 もとき、 よし、 より<br>	tree trunk
慣<br>カン<br>な.れる、 な.らす<br>	accustomed, get used to, become experienced
眼<br>ガン、 ゲン<br>まなこ、 め<br>	eyeball
基<br>キ<br>もと、 もとい、 きい、 とも<br>	fundamentals, radical (chem), counter for machines, foundation
寄<br>キ<br>よ.る、 よ.せる、 よせ、 より、 よろ<br>	draw near, stop in, bring near, gather, collect, send, forward
規<br>キ<br>すのり、 ただし、 のり、 み<br>	standard, measure
技<br>ギ<br>わざ<br>	skill, art, craft, ability, feat, performance, vocation, arts
義<br>ギ<br>ただし、 ちか、 のり、 よし<br>	righteousness, justice, morality, honor, loyalty, meaning
逆<br>ギャク、 ゲキ<br>さか、 さか.さ、 さか.らう<br>	inverted, reverse, opposite, wicked
久<br>キュウ、 ク<br>ひさ.しい、 きゅ、 わ<br>	long time, old story
旧<br>キュウ<br>ふる.い、 もと<br>	old times, old things, old friend, former, ex-
居<br>キョ、 コ<br>い.る、 お.る、 おき、 ぐ、 すえ<br>	reside, to be, exist, live with
許<br>キョ<br>ゆる.す、 もと<br>	permit, approve
境<br>キョウ、 ケイ<br>さかい、 さか、 じき<br>	boundary, border, region
興<br>コウ、 キョウ<br>おこ.る、 おこ.す、 おき、 おこっ、 とも<br>	entertain, revive, retrieve, interest, pleasure
均<br>キン<br>なら.す、 ひとし<br>	level, average
禁<br>キン<br><br>	prohibition, ban, forbid
句<br>ク<br>すく<br>	phrase, clause, sentence, passage, paragraph, counter for haiku
群<br>グン<br>む.れる、 む.れ、 むら、 むら.がる、 ぐり、 ぐ、 こお、 こおり、 ごうり<br>	flock, group, crowd, herd, swarm, cluster
経<br>ケイ、 キョウ<br>へ.る、 た.つ、 たていと、 はか.る、 のり、 つね、 のぶ<br>	sutra, longitude, pass thru, expire, warp
潔<br>ケツ<br>いさぎよ.い、 きよ、 きよし<br>	undefiled, pure, clean, righteous, gallant
件<br>ケン<br>くだん<br>	affair, case, matter, item
券<br>ケン<br><br>	ticket
検<br>ケン<br>しら.べる<br>	examination, investigate
険<br>ケン<br>けわ.しい<br>	precipitous, inaccessible place, impregnable position, steep place, sharp eyes
減<br>ゲン<br>へ.る、 へ.らす<br>	dwindle, decrease, reduce, decline, curtail, get hungry
現<br>ゲン<br>あらわ.れる、 あらわ.す、 うつつ、 うつ.つ、 あきら、 きら<br>	present, existing, actual
限<br>ゲン<br>かぎ.る、 かぎ.り<br>	limit, restrict, to best of ability
個<br>コ、 カ<br><br>	individual, counter for articles
故<br>コ<br>ゆえ、 ふる.い、 もと<br>	happenstance, especially, intentionally, reason, cause, circumstances, the late, therefore, consequently
護<br>ゴ<br>まも.る、 もり<br>	safeguard, protect
効<br>コウ<br>き.く、 ききめ、 なら.う<br>	merit, efficacy, efficiency, benefit
厚<br>コウ<br>あつ.い、 あか、 あ、 あっ<br>	thick, heavy, rich, kind, cordial, brazen, shameless
構<br>コウ<br>かま.える、 かま.う、 とち<br>	posture, build, pretend
耕<br>コウ<br>たがや.す、 こお<br>	till, plow, cultivate
講<br>コウ<br><br>	lecture, club, association
鉱<br>コウ<br>あらがね<br>	mineral, ore
混<br>コン<br>ま.じる、 ま.ざる、 ま.ぜる、 こ.む<br>	mix, blend, confuse
査<br>サ<br><br>	investigate
再<br>サイ、 サ<br>ふたた.び、 ふた<br>	again, twice, second time
妻<br>サイ<br>つま、 ずま、 め<br>	wife, spouse
採<br>サイ<br>と.る<br>	pick, take, fetch, take up
災<br>サイ<br>わざわ.い<br>	disaster, calamity, woe, curse, evil
際<br>サイ<br>きわ、 わ<br>	occasion, side, edge, verge, dangerous, adventurous, indecent, time, when
在<br>ザイ<br>あ.る、 あり<br>	exist, outskirts, suburbs, located in
罪<br>ザイ<br>つみ<br>	guilt, sin, crime, fault, blame, offense
財<br>ザイ、 サイ、 ゾク<br>たから<br>	property, money, wealth, assets
桜<br>オウ、 ヨウ<br>さくら、 さ、 ろう<br>	cherry
雑<br>ザツ、 ゾウ<br>まじ.える、 まじ.る<br>	miscellaneous
賛<br>サン<br>たす.ける、 たた.える<br>	approve, praise, title or inscription on picture, assist, agree with
酸<br>サン<br>す.い<br>	acid, bitterness, sour, tart
師<br>シ、 ス<br>もろもろ、 なら.う、 のし、 のり、 もろ、 かず、 つかさ、 みつ<br>	expert, teacher, master, model, exemplar, army (incl. counter), war
志<br>シ、 シリング<br>こころざ.す、 こころざし、 じん、 べ、 べし、 ゆき<br>	intention, plan, resolve, aspire, motive, hopes, shilling
支<br>シ<br>ささ.える、 つか.える、 か.う、 しんよう、 じゅうまた<br>	branch, support, sustain
枝<br>シ<br>えだ、 え、 ぐさ<br>	bough, branch, twig, limb, counter for branches
資<br>シ<br>すけ、 もと<br>	assets, resources, capital, funds, data, be conducive to, contribute to
飼<br>シ<br>か.う、 かい<br>	domesticate, raise, keep, feed
似<br>ジ<br>に.る、 ひ.る、 にた<br>	becoming, resemble, counterfeit, imitate, suitable
示<br>ジ、 シ<br>しめ.す<br>	show, indicate, point out, express, display
識<br>シキ<br>し.る、 しる.す、 さと、 さとる<br>	discriminating, know, write
質<br>シツ、 シチ、 チ<br>たち、 ただ.す、 もと、 わりふ<br>	substance, quality, matter, temperament
舎<br>シャ、 セキ<br>やど.る、 さ、 とり<br>	cottage, inn, hut, house, mansion
謝<br>シャ<br>あやま.る、 さ、 ざ<br>	apologize, thank, refuse
授<br>ジュ<br>さず.ける、 さず.かる<br>	impart, instruct, grant, confer
修<br>シュウ、 シュ<br>おさ.める、 おさ.まる、 おき、 なが、 のぶ、 おさむ<br>	discipline, conduct oneself well, study, master
術<br>ジュツ<br>すべ<br>	art, technique, skill, means, trick, resources, magic
述<br>ジュツ<br>の.べる<br>	mention, state, speak, relate
準<br>ジュン<br>じゅん.じる、 じゅん.ずる、 なぞら.える、 のり、 ひと.しい、 みずもり<br>	semi-, correspond to, proportionate to, conform, imitate
序<br>ジョ<br>つい.で、 ついで、 つぐ<br>	preface, beginning, order, precedence, occasion, chance, incidentally
承<br>ショウ、 ジョウ<br>うけたまわ.る、 う.ける、 ささ.げる、 とど.める、 たす.ける、 こ.らす、 つい.で、 すく.う、 つぐ、 こと、 すけ、 つぎ、 よし<br>	acquiesce, hear, listen to, be informed, receive
招<br>ショウ<br>まね.く<br>	beckon, invite, summon, engage
証<br>ショウ<br>あかし<br>	evidence, proof, certificate
常<br>ジョウ<br>つね、 とこ-、 とき、 のぶ、 ひ、 ひた<br>	usual, ordinary, normal, regular
情<br>ジョウ、 セイ<br>なさ.け<br>	feelings, emotion, passion, sympathy, circumstances, facts
条<br>ジョウ、 チョウ、 デキ<br>えだ、 すじ<br>	article, clause, item, stripe, streak
状<br>ジョウ<br><br>	status quo, conditions, circumstances, form, appearance
織<br>ショク、 シキ<br>お.る、 お.り、 おり、 こおり、 こり、 のり<br>	weave, fabric
職<br>ショク、 ソク<br>もと<br>	post, employment, work
制<br>セイ<br><br>	system, law, rule
勢<br>セイ、 ゼイ<br>いきお.い、 はずみ、 せ<br>	forces, energy, military strength
性<br>セイ、 ショウ<br>さが<br>	sex, gender, nature
政<br>セイ、 ショウ<br>まつりごと、 まん、 ただ、 まさ<br>	politics, government
精<br>セイ、 ショウ、 シヤウ<br>きよ<br>	refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill
製<br>セイ<br><br>	made in..., manufacture
税<br>ゼイ<br>さい<br>	tax, duty
績<br>セキ<br>み<br>	exploits, unreeling cocoons
責<br>セキ<br>せ.める<br>	blame, condemn, censure
接<br>セツ、 ショウ<br>つ.ぐ<br>	touch, contact, adjoin, piece together
設<br>セツ<br>もう.ける、 した<br>	establishment, provision, prepare
絶<br>ゼツ<br>た.える、 た.やす、 た.つ<br>	discontinue, beyond, sever, cut off, abstain, interrupt, suppress
舌<br>ゼツ<br>した<br>	tongue, reed, clapper
銭<br>セン、 ゼン<br>ぜに、 すき<br>	coin, .01 yen, money
祖<br>ソ<br>い<br>	ancestor, pioneer, founder
素<br>ソ、 ス<br>もと<br>	elementary, principle, naked, uncovered
総<br>ソウ<br>す.べて、 すべ.て、 ふさ、 うさ、 ずさ<br>	general, whole, all, full, total
像<br>ゾウ<br>かた<br>	statue, picture, image, figure, portrait
増<br>ゾウ<br>ま.す、 ま.し、 ふ.える、 ふ.やす、 まし、 ます<br>	increase, add, augment, gain, promote
造<br>ゾウ<br>つく.る、 つく.り、 ずくり、 づくり、 み<br>	create, make, structure, physique
則<br>ソク<br>のっと.る、 のり<br>	rule, follow, based on, model after
測<br>ソク<br>はか.る<br>	fathom, plan, scheme, measure
属<br>ゾク、 ショク<br>さかん、 つく、 やから、 さっか、 つき<br>	belong, genus, subordinate official, affiliated
損<br>ソン<br>そこ.なう、 そこな.う、 そこ.ねる<br>	damage, loss, disadvantage, hurt, injure
態<br>タイ<br>わざ.と<br>	attitude, condition, figure, appearance, voice (of verbs)
貸<br>タイ<br>か.す、 か.し-、 かし-<br>	lend
退<br>タイ<br>しりぞ.く、 しりぞ.ける、 ひ.く、 の.く、 の.ける、 ど.く<br>	retreat, withdraw, retire, resign, repel, expel, reject
団<br>ダン、 トン<br>かたまり、 まる.い<br>	group, association
断<br>ダン<br>た.つ、 ことわ.る、 さだ.める<br>	severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting
築<br>チク<br>きず.く、 つい、 つき、 つく、 づき<br>	fabricate, build, construct
張<br>チョウ<br>は.る、 はり、 わり<br>	lengthen, counter for bows & stringed instruments, stretch, spread, put up (tent)
提<br>テイ、 チョウ、 ダイ<br>さ.げる<br>	propose, take along, carry in hand
程<br>テイ<br>ほど、 ほと<br>	extent, degree, law, formula, distance, limits, amount
敵<br>テキ<br>かたき、 あだ、 かな.う<br>	enemy, foe, opponent
適<br>テキ<br>かな.う<br>	suitable, occasional, rare, qualified, capable
統<br>トウ<br>す.べる、 ほび.る、 のり、 むね<br>	overall, relationship, ruling, governing
導<br>ドウ<br>みちび.く、 みち<br>	guidance, leading, conduct, usher
銅<br>ドウ<br>あかがね<br>	copper
徳<br>トク<br>あつ、 なる、 のり、 ゆき、 よし<br>	benevolence, virtue, goodness, commanding respect
独<br>ドク、 トク<br>ひと.り、 どいつ、 どっ<br>	single, alone, spontaneously, Germany
任<br>ニン<br>まか.せる、 まか.す、 さ、 とう、 ひで<br>	responsibility, duty, term, entrust to, appoint
燃<br>ネン<br>も.える、 も.やす、 も.す<br>	burn, blaze, glow
能<br>ノウ<br>よ.く、 たか、 の、 のり、 よし<br>	ability, talent, skill, capacity
